"","text","linenumber","chapter"
"3424","of secrecy was of course very dutifully given, but it could not be kept",3424,22
"3425","without difficulty; for the curiosity excited by his long absence, burst",3425,22
"3426","forth in such very direct questions on his return, as required some",3426,22
"3427","ingenuity to evade, and he was at the same time exercising great",3427,22
"3428","self-denial, for he was longing to publish his prosperous love.",3428,22
"3429","As he was to begin his journey too early on the morrow to see any of the",3429,22
"3430","family, the ceremony of leave-taking was performed when the ladies moved",3430,22
"3431","for the night; and Mrs. Bennet with great politeness and cordiality said",3431,22
"3432","how happy they should be to see him at Longbourn again, whenever his",3432,22
"3433","other engagements might allow him to visit them.",3433,22
"3434","""My dear Madam,"" he replied, ""this invitation is particularly",3434,22
"3435","gratifying, because it is what I have been hoping to receive; and you",3435,22
"3436","may be very certain that I shall avail myself of it as soon as",3436,22
"3437","possible.""",3437,22
"3438","They were all astonished; and Mr. Bennet, who could by no means wish for",3438,22
"3439","so speedy a return, immediately said,",3439,22
"3440","""But is there not danger of Lady Catherine's disapprobation here, my",3440,22
"3441","good sir?--You had better neglect your relations, than run the risk of",3441,22
"3442","offending your patroness.""",3442,22
"3443","""My dear sir,"" replied Mr. Collins, ""I am particularly obliged to you",3443,22
"3444","for this friendly caution, and you may depend upon my not taking so",3444,22
"3445","material a step without her ladyship's concurrence.""",3445,22
"3446","""You cannot be too much on your guard. Risk any thing rather than her",3446,22
"3447","displeasure; and if you find it likely to be raised by your coming to us",3447,22
"3448","again, which I should think exceedingly probable, stay quietly at home,",3448,22
"3449","and be satisfied that _we_ shall take no offence.""",3449,22
"3450","""Believe me, my dear sir, my gratitude is warmly excited by such",3450,22
"3451","affectionate attention; and depend upon it, you will speedily receive",3451,22
"3452","from me a letter of thanks for this, as well as for every other mark of",3452,22
"3453","your regard during my stay in Hertfordshire. As for my fair cousins,",3453,22
"3454","though my absence may not be long enough to render it necessary, I shall",3454,22
"3455","now take the liberty of wishing them health and happiness, not excepting",3455,22
"3456","my cousin Elizabeth.""",3456,22
"3457","With proper civilities the ladies then withdrew; all of them equally",3457,22
"3458","surprised to find that he meditated a quick return. Mrs. Bennet wished",3458,22
"3459","to understand by it that he thought of paying his addresses to one of",3459,22
"3460","her younger girls, and Mary might have been prevailed on to accept him.",3460,22
"3461","She rated his abilities much higher than any of the others; there was a",3461,22
"3462","solidity in his reflections which often struck her, and though by no",3462,22
"3463","means so clever as herself, she thought that if encouraged to read and",3463,22
"3464","improve himself by such an example as her's, he might become a very",3464,22
"3465","agreeable companion. But on the following morning, every hope of this",3465,22
"3466","kind was done away. Miss Lucas called soon after breakfast, and in a",3466,22
"3467","private conference with Elizabeth related the event of the day before.",3467,22
"3468","The possibility of Mr. Collins's fancying himself in love with her",3468,22
"3469","friend had once occurred to Elizabeth within the last day or two; but",3469,22
"3470","that Charlotte could encourage him, seemed almost as far from",3470,22
"3471","possibility as that she could encourage him herself, and her",3471,22
"3472","astonishment was consequently so great as to overcome at first the",3472,22
"3473","bounds of decorum, and she could not help crying out,",3473,22
"3474","""Engaged to Mr. Collins! my dear Charlotte,--impossible!""",3474,22
"3475","The steady countenance which Miss Lucas had commanded in telling her",3475,22
"3476","story, gave way to a momentary confusion here on receiving so direct a",3476,22
"3477","reproach; though, as it was no more than she expected, she soon",3477,22
"3478","regained her composure, and calmly replied,",3478,22
"3479","""Why should you be surprised, my dear Eliza?--Do you think it incredible",3479,22
"3480","that Mr. Collins should be able to procure any woman's good opinion,",3480,22
"3481","because he was not so happy as to succeed with you?""",3481,22
"3482","But Elizabeth had now recollected herself, and making a strong effort",3482,22
"3483","for it, was able to assure her with tolerable firmness that the prospect",3483,22
"3484","of their relationship was highly grateful to her, and that she wished",3484,22
"3485","her all imaginable happiness.",3485,22
"3486","""I see what you are feeling,"" replied Charlotte,--""you must be",3486,22
"3487","surprised, very much surprised,--so lately as Mr. Collins was wishing to",3487,22
"3488","marry you. But when you have had time to think it all over, I hope you",3488,22
"3489","will be satisfied with what I have done. I am not romantic you know. I",3489,22
"3490","never was. I ask only a comfortable home; and considering Mr. Collins's",3490,22
"3491","character, connections, and situation in life, I am convinced that my",3491,22
"3492","chance of happiness with him is as fair, as most people can boast on",3492,22
"3493","entering the marriage state.""",3493,22
"3494","Elizabeth quietly answered ""Undoubtedly;""--and after an awkward pause,",3494,22
"3495","they returned to the rest of the family. Charlotte did not stay much",3495,22
"3496","longer, and Elizabeth was then left to reflect on what she had heard. It",3496,22
"3497","was a long time before she became at all reconciled to the idea of so",3497,22
"3498","unsuitable a match. The strangeness of Mr. Collins's making two offers",3498,22
"3499","of marriage within three days, was nothing in comparison of his being",3499,22
"3500","now accepted. She had always felt that Charlotte's opinion of matrimony",3500,22
"3501","was not exactly like her own, but she could not have supposed it",3501,22
"3502","possible that when called into action, she would have sacrificed every",3502,22
"3503","better feeling to worldly advantage. Charlotte the wife of Mr. Collins,",3503,22
"3504","was a most humiliating picture!--And to the pang of a friend disgracing",3504,22
"3505","herself and sunk in her esteem, was added the distressing conviction",3505,22
"3506","that it was impossible for that friend to be tolerably happy in the lot",3506,22
"3507","she had chosen.",3507,22
"3508","Elizabeth was sitting with her mother and sisters, reflecting on what",3508,23
"3509","she had heard, and doubting whether she were authorised to mention it,",3509,23
"3510","when Sir William Lucas himself appeared, sent by his daughter to",3510,23
"3511","announce her engagement to the family. With many compliments to them,",3511,23
"3512","and much self-gratulation on the prospect of a connection between the",3512,23
"3513","houses, he unfolded the matter,--to an audience not merely wondering,",3513,23
"3514","but incredulous; for Mrs. Bennet, with more perseverance than",3514,23
